Kd_id,Kd_Cond,Kd_Age,Brand,Manufacture,Dosage in code,Ingredients,Caution,Side Effect,Contra Indication
116,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",10,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",9," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
117,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",11,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",9," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
118,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",12,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",9," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
119,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",13,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",11," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
120,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",14,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",11," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
121,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",15,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",11," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
122,"7, 10, 2, 8, 4, 5, 6, 9, 11, 12, 13, 3",16,children's dickinin syrup,"Zenyaku kogyo Co., Ltd",11," dl-Methylephedrine Hydrochloride 20mg, Acetaminophen 300mg, Chlorpheniramine Maleate 2.5mg, Anhydrous Caffeine 25mg, Glycyrrhiza Extract 332mg. Additives: Ethanol, Sodium Citrate, Ethyl Para hydroxybenzoate, Butyl Parahydroxybenzoate, Propylene Glycol, White Soft Sugar","Store in a dry and cool place out of direct sunlight, Keep out of reach of children, Don't put in another container, Don't exceed the period of use","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those under medical or dental treatment, pregnant or pregnant women, nursing women, the elderly, those who have had medicine-induced allergy symptoms, and those with the following symptoms. high temperature, edema, dysuria Patients with thyroid illness, diabetes, cardiovascular disease, hypertension, hepatic disorders, renal disorders, stomach/duodenum ulcers, and glaucoma"
123,"2, 8, 3",1,hiya kodomoseki syrup s,Hiya Pharmaceutical,6,"Dihydrocodeine phosphate�18 mg, dl-Methylephedrine hydrochloride…45 mg, Potassium guaiacolsulfonate…162 mg, Chlorpheniramine maleate…7.2 mg
Additives: Xylitol, D-sorbitol, Sodium chloride, Citric acid, Sodium citrate, Saccharin sodium, Sodium benzoate, Paraben, Propylene glycol, and flavor","When using this drug, nursing mothers should not drive or operate machinery, and it should not be used for a long time or overdosed.","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those who are under medical or dental treatment, pregnant or pregnant, nursing mothers, elderly, have had medicine-induced allergy symptoms, and have the following symptoms. Fever, edema, dysuria, Diseases such as thyroid, diabetes, cardiovascular, hypertension, hepatic, renal, stomach/duodenal ulcers, and glaucoma"
124,"2, 8, 3",2,hiya kodomoseki syrup s,Hiya Pharmaceutical,6,"Dihydrocodeine phosphate…18 mg, dl-Methylephedrine hydrochloride…45 mg, Potassium guaiacolsulfonate…162 mg, Chlorpheniramine maleate…7.2 mg
Additives: Xylitol, D-sorbitol, Sodium chloride, Citric acid, Sodium citrate, Saccharin sodium, Sodium benzoate, Paraben, Propylene glycol, and flavor","When using this drug, nursing mothers should not drive or operate machinery, and it should not be used for a long time or overdosed.","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those who are under medical or dental treatment, pregnant or pregnant, nursing mothers, elderly, have had medicine-induced allergy symptoms, and have the following symptoms. Fever, edema, dysuria, Diseases such as thyroid, diabetes, cardiovascular, hypertension, hepatic, renal, stomach/duodenal ulcers, and glaucoma"
125,"2, 8, 3",3,hiya kodomoseki syrup s,Hiya Pharmaceutical,6,"Dihydrocodeine phosphate…18 mg, dl-Methylephedrine hydrochloride…45 mg, Potassium guaiacolsulfonate…162 mg, Chlorpheniramine maleate…7.2 mg
Additives: Xylitol, D-sorbitol, Sodium chloride, Citric acid, Sodium citrate, Saccharin sodium, Sodium benzoate, Paraben, Propylene glycol, and flavor","When using this drug, nursing mothers should not drive or operate machinery, and it should not be used for a long time or overdosed.","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those who are under medical or dental treatment, pregnant or pregnant, nursing mothers, elderly, have had medicine-induced allergy symptoms, and have the following symptoms. Fever, edema, dysuria, Diseases such as thyroid, diabetes, cardiovascular, hypertension, hepatic, renal, stomach/duodenal ulcers, and glaucoma"
126,"2, 8, 3",4,hiya kodomoseki syrup s,Hiya Pharmaceutical,6,"Dihydrocodeine phosphate…18 mg, dl-Methylephedrine hydrochloride…45 mg, Potassium guaiacolsulfonate…162 mg, Chlorpheniramine maleate…7.2 mg
Additives: Xylitol, D-sorbitol, Sodium chloride, Citric acid, Sodium citrate, Saccharin sodium, Sodium benzoate, Paraben, Propylene glycol, and flavor","When using this drug, nursing mothers should not drive or operate machinery, and it should not be used for a long time or overdosed.","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those who are under medical or dental treatment, pregnant or pregnant, nursing mothers, elderly, have had medicine-induced allergy symptoms, and have the following symptoms. Fever, edema, dysuria, Diseases such as thyroid, diabetes, cardiovascular, hypertension, hepatic, renal, stomach/duodenal ulcers, and glaucoma"
127,"2, 8, 3",5,hiya kodomoseki syrup s,Hiya Pharmaceutical,6,"Dihydrocodeine phosphate…18 mg, dl-Methylephedrine hydrochloride…45 mg, Potassium guaiacolsulfonate…162 mg, Chlorpheniramine maleate…7.2 mg
Additives: Xylitol, D-sorbitol, Sodium chloride, Citric acid, Sodium citrate, Saccharin sodium, Sodium benzoate, Paraben, Propylene glycol, and flavor","When using this drug, nursing mothers should not drive or operate machinery, and it should not be used for a long time or overdosed.","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those who are under medical or dental treatment, pregnant or pregnant, nursing mothers, elderly, have had medicine-induced allergy symptoms, and have the following symptoms. Fever, edema, dysuria, Diseases such as thyroid, diabetes, cardiovascular, hypertension, hepatic, renal, stomach/duodenal ulcers, and glaucoma"
128,"2, 8, 3",6,hiya kodomoseki syrup s,Hiya Pharmaceutical,6,"Dihydrocodeine phosphate…18 mg, dl-Methylephedrine hydrochloride…45 mg, Potassium guaiacolsulfonate…162 mg, Chlorpheniramine maleate…7.2 mg
Additives: Xylitol, D-sorbitol, Sodium chloride, Citric acid, Sodium citrate, Saccharin sodium, Sodium benzoate, Paraben, Propylene glycol, and flavor","When using this drug, nursing mothers should not drive or operate machinery, and it should not be used for a long time or overdosed.","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those who are under medical or dental treatment, pregnant or pregnant, nursing mothers, elderly, have had medicine-induced allergy symptoms, and have the following symptoms. Fever, edema, dysuria, Diseases such as thyroid, diabetes, cardiovascular, hypertension, hepatic, renal, stomach/duodenal ulcers, and glaucoma"
129,"2, 8, 3",7,hiya kodomoseki syrup s,Hiya Pharmaceutical,6,"Dihydrocodeine phosphate…18 mg, dl-Methylephedrine hydrochloride…45 mg, Potassium guaiacolsulfonate…162 mg, Chlorpheniramine maleate…7.2 mg
Additives: Xylitol, D-sorbitol, Sodium chloride, Citric acid, Sodium citrate, Saccharin sodium, Sodium benzoate, Paraben, Propylene glycol, and flavor","When using this drug, nursing mothers should not drive or operate machinery, and it should not be used for a long time or overdosed.","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those who are under medical or dental treatment, pregnant or pregnant, nursing mothers, elderly, have had medicine-induced allergy symptoms, and have the following symptoms. Fever, edema, dysuria, Diseases such as thyroid, diabetes, cardiovascular, hypertension, hepatic, renal, stomach/duodenal ulcers, and glaucoma"
130,"2, 8, 3",8,hiya kodomoseki syrup s,Hiya Pharmaceutical,6,"Dihydrocodeine phosphate…18 mg, dl-Methylephedrine hydrochloride…45 mg, Potassium guaiacolsulfonate…162 mg, Chlorpheniramine maleate…7.2 mg
Additives: Xylitol, D-sorbitol, Sodium chloride, Citric acid, Sodium citrate, Saccharin sodium, Sodium benzoate, Paraben, Propylene glycol, and flavor","When using this drug, nursing mothers should not drive or operate machinery, and it should not be used for a long time or overdosed.","mouth sweetness, drowsiness, Skin rash, redness, itching, nausea, vomiting, anorexia, dizziness, dysuria, Excessive hypothermia","Those who are under medical or dental treatment, pregnant or pregnant, nursing mothers, elderly, have had medicine-induced allergy symptoms, and have the following symptoms. Fever, edema, dysuria, Diseases such as thyroid, diabetes, cardiovascular, hypertension, hepatic, renal, stomach/duodenal ulcers, and glaucoma"
